n,eeg_to_speech_top1,speech_to_eeg_top1,eeg_to_speech_top5,speech_to_eeg_top5,eeg_to_speech_mean_rank,speech_to_eeg_mean_rank,positive_cosine_mean,negative_cosine_mean,pos_minus_neg,time_shift_n,time_shift_eeg_to_speech_top1,time_shift_speech_to_eeg_top1,time_shift_eeg_to_speech_top5,time_shift_speech_to_eeg_top5,time_shift_eeg_to_speech_mean_rank,time_shift_speech_to_eeg_mean_rank,time_shift_positive_cosine_mean,time_shift_negative_cosine_mean,time_shift_pos_minus_neg,material_shift_n,material_shift_eeg_to_speech_top1,material_shift_speech_to_eeg_top1,material_shift_eeg_to_speech_top5,material_shift_speech_to_eeg_top5,material_shift_eeg_to_speech_mean_rank,material_shift_speech_to_eeg_mean_rank,material_shift_positive_cosine_mean,material_shift_negative_cosine_mean,material_shift_pos_minus_neg,fold,n_train_windows,n_val_windows,n_val_pair_keys,best_val_loss,best_epoch,final_temperature
14.0,0.14285714285714285,0.14285714285714285,0.42857142857142855,0.5714285714285714,6.571428571428571,5.142857142857143,0.3874651351176532,0.36570545750848155,0.021759677609171635,14.0,0.07142857142857142,0.07142857142857142,0.35714285714285715,0.42857142857142855,7.642857142857143,6.928571428571429,0.36816187745034995,0.36719032348288955,0.0009715539674604035,14.0,0.07142857142857142,0.07142857142857142,0.35714285714285715,0.42857142857142855,7.642857142857143,6.928571428571429,0.36816187745034995,0.36719032348288955,0.0009715539674604035,speaker-1_emotion-fear,45752,882,14,2.602303190836831,10,0.12375983574477367
14.0,0.07142857142857142,0.07142857142857142,0.35714285714285715,0.42857142857142855,7.357142857142857,7.0,0.392596864103205,0.3887093762399664,0.0038874878632386145,14.0,0.07142857142857142,0.0,0.35714285714285715,0.35714285714285715,7.571428571428571,7.785714285714286,0.3885662741383048,0.3890194216218818,-0.00045314748357699886,14.0,0.07142857142857142,0.0,0.35714285714285715,0.35714285714285715,7.571428571428571,7.785714285714286,0.3885662741383048,0.3890194216218818,-0.00045314748357699886,speaker-1_emotion-tenderness,45850,784,14,2.6442533092839375,4,0.11261189761297263
14.0,0.07142857142857142,0.21428571428571427,0.35714285714285715,0.42857142857142855,7.428571428571429,6.571428571428571,0.5409074421892454,0.5397157790173823,0.0011916631718630333,14.0,0.07142857142857142,0.07142857142857142,0.35714285714285715,0.2857142857142857,7.5,7.571428571428571,0.5397246335831921,0.5398067642947709,-8.213071157880947e-05,14.0,0.07142857142857142,0.07142857142857142,0.35714285714285715,0.2857142857142857,7.5,7.571428571428571,0.5397246335831921,0.5398067642947709,-8.213071157880947e-05,speaker-25_emotion-inspiration,45850,784,14,2.6457679527146474,2,0.10791837001863143
14.0,0.21428571428571427,0.14285714285714285,0.42857142857142855,0.6428571428571429,6.714285714285714,4.714285714285714,0.4160183763955797,0.39346350016746723,0.022554876228112475,14.0,0.07142857142857142,0.07142857142857142,0.35714285714285715,0.5,7.357142857142857,5.857142857142857,0.39672208138164844,0.39494783055315436,0.0017742508284940839,14.0,0.07142857142857142,0.07142857142857142,0.35714285714285715,0.5,7.357142857142857,5.857142857142857,0.39672208138164844,0.39494783055315436,0.0017742508284940839,speaker-26_emotion-neutral,45752,882,14,2.6034673055013022,13,0.1277782286553928
14.0,0.07142857142857142,0.14285714285714285,0.42857142857142855,0.5,7.285714285714286,5.714285714285714,0.46404753436575774,0.45846720135340174,0.005580333012355998,14.0,0.07142857142857142,0.14285714285714285,0.35714285714285715,0.42857142857142855,7.571428571428571,7.142857142857143,0.45932173698848733,0.45883072422857635,0.0004910127599109804,14.0,0.07142857142857142,0.14285714285714285,0.35714285714285715,0.42857142857142855,7.571428571428571,7.142857142857143,0.45932173698848733,0.45883072422857635,0.0004910127599109804,speaker-27_emotion-joy,45752,882,14,2.6249581670004223,6,0.11815318935276352
14.0,0.07142857142857142,0.07142857142857142,0.35714285714285715,0.42857142857142855,7.428571428571429,6.714285714285714,0.4438863884383214,0.43976025893268383,0.004126129505637566,14.0,0.07142857142857142,0.0,0.35714285714285715,0.42857142857142855,7.5,7.571428571428571,0.44012612309430643,0.4400495101129927,7.66129813137284e-05,14.0,0.07142857142857142,0.0,0.35714285714285715,0.42857142857142855,7.5,7.571428571428571,0.44012612309430643,0.4400495101129927,7.66129813137284e-05,speaker-28_emotion-joy,45850,784,14,2.6351627622331892,4,0.11249193249385496
14.0,0.14285714285714285,0.07142857142857142,0.35714285714285715,0.5714285714285714,7.357142857142857,5.714285714285714,0.3602387305755555,0.34891765825555093,0.011321072320004566,14.0,0.07142857142857142,0.14285714285714285,0.35714285714285715,0.5,7.428571428571429,6.785714285714286,0.35013654004809036,0.3496947498345867,0.00044179021350365666,14.0,0.07142857142857142,0.14285714285714285,0.35714285714285715,0.5,7.428571428571429,6.785714285714286,0.35013654004809036,0.3496947498345867,0.00044179021350365666,speaker-28_emotion-sadness,45752,882,14,2.637148963080512,8,0.11931786307580636
14.0,0.14285714285714285,0.21428571428571427,0.42857142857142855,0.5714285714285714,6.285714285714286,5.5,0.44836578863572546,0.4291243961272738,0.019241392508451638,14.0,0.0,0.0,0.35714285714285715,0.5714285714285714,7.5,6.285714285714286,0.4294037024579808,0.43058301814094646,-0.0011793156829656426,14.0,0.0,0.0,0.35714285714285715,0.5714285714285714,7.5,6.285714285714286,0.4294037024579808,0.43058301814094646,-0.0011793156829656426,speaker-29_emotion-disgust,45752,882,14,2.584771689914522,10,0.12195125071511054
14.0,0.07142857142857142,0.14285714285714285,0.35714285714285715,0.35714285714285715,7.571428571428571,6.5,0.4571321305976996,0.4549322828698103,0.0021998477278892814,14.0,0.07142857142857142,0.07142857142857142,0.35714285714285715,0.35714285714285715,7.428571428571429,6.5,0.4554323616168356,0.4550630343298767,0.00036932728695887596,14.0,0.07142857142857142,0.07142857142857142,0.35714285714285715,0.35714285714285715,7.428571428571429,6.5,0.4554323616168356,0.4550630343298767,0.00036932728695887596,speaker-2_emotion-anger,45850,784,14,2.6464322209358215,4,0.11422501033778523
14.0,0.07142857142857142,0.21428571428571427,0.35714285714285715,0.5714285714285714,7.428571428571429,5.5,0.3822211849192331,0.3698593296593256,0.012361855259907517,14.0,0.07142857142857142,0.07142857142857142,0.35714285714285715,0.35714285714285715,7.5,7.214285714285714,0.37048712229159403,0.3707619498614517,-0.0002748275698576941,14.0,0.07142857142857142,0.07142857142857142,0.35714285714285715,0.35714285714285715,7.5,7.214285714285714,0.37048712229159403,0.3707619498614517,-0.0002748275698576941,speaker-30_emotion-tenderness,45752,882,14,2.5829174897027394,10,0.12157707369830943
